anchor_index,candidate_local_index,tid,y,delta_norm_raw,delta_norm_safe,safe_radius_ratio,manifold_margin,basis_rank_count,transport_error_fro,transport_error_logeuc,bridge_cond_A,metric_preservation_error,alignment_cosine,is_conflict,entropy_orig,entropy_aug,entropy_shift,alignment_challenge,entropy_challenge,alignment_norm,entropy_norm,challenge_score,fidelity_score,hard_positive_score,is_valid_candidate
0,0,articularywordrecognition_train_100,9,0.17571612516660357,0.17571612516660357,0.9999999999989999,3.093640429151151,10,0.0002749827298073809,0.00968226571045686,1.1751723681804043,0.29001690220237053,-0.16949549317359924,1.0,1.6176503896713257,1.6910957098007202,0.07344532012939453,0.5847477465867996,0.07344532012939453,1.0,1.0,1.0,0.9903644565102796,0.9903644565092892,1
0,1,articularywordrecognition_train_100,9,0.1382131161339308,0.1382131161339308,0.9999999999989999,3.093640429151151,10,0.0002752803033968445,0.009656826730250354,1.1744703675189583,0.26378823773875454,-0.050180576741695404,1.0,1.6176503896713257,1.6356477737426758,0.017997384071350098,0.5250902883708477,0.017997384071350098,0.5340166961828842,0.24504466778336126,0.44732508766302725,0.9903896506925417,0.4430261373161531,1
0,2,articularywordrecognition_train_100,9,0.10350374131456275,0.10350374131456275,0.9999999999989999,3.093640429151151,10,0.0002714932514203868,0.009482814685435777,1.097709952819139,0.16800855081261204,-0.03637254983186722,1.0,1.6176503896713257,1.6218385696411133,0.004188179969787598,0.5181862749159336,0.004188179969787598,0.48008957465395435,0.05702446340228273,0.35317004127845286,0.990562005416286,0.3498368243413869,1
0,3,articularywordrecognition_train_100,9,0.1492611754239932,0.1492611754239932,0.9999999999989999,3.093640429151151,10,0.0002749677555853275,0.00947068650299643,1.2197329594697848,0.33576977713728967,0.08655427396297455,0.0,1.6176503896713257,1.5947470664978027,-0.02290332317352295,0.4567228630185127,0.0,0.0,0.0,0.0,0.9905740192058577,0.0,1
1,0,articularywordrecognition_train_71,6,0.07980764591936615,0.07980764591936615,0.9999999999989999,4.734625054300605,10,0.00027400678266188916,0.03634538328679891,1.1034692453171386,0.17888758922406992,-0.04259984940290451,1.0,0.8132774829864502,0.816389799118042,0.003112316131591797,0.5212999247014523,0.003112316131591797,0.5997690026087213,0.08640255223105105,0.44575906749542027,0.9643071803771424,0.4298486695036231,1
1,1,articularywordrecognition_train_71,6,0.15328908406282277,0.15328908406282277,0.9999999999989999,4.734625054300605,10,0.0002793240811380516,0.036577395878893935,1.177728331142906,0.3003290057993039,0.19433292746543884,0.0,0.8132774829864502,0.7875442504882812,-0.025733232498168945,0.4028335362672806,0.0,0.0,0.0,0.0,0.9640834749208921,0.0,1
1,2,articularywordrecognition_train_71,6,0.1915902490303247,0.1915902490303247,0.9999999999989999,4.734625054300605,10,0.00028687763336599095,0.036683897243474296,1.2209660030280196,0.390011592105016,-0.20070712268352509,1.0,0.8132774829864502,0.8492985963821411,0.03602111339569092,0.6003535613417625,0.03602111339569092,1.0,1.0,1.0,0.9639808041826275,0.9639808041816634,1
1,3,articularywordrecognition_train_71,6,0.08962728652222754,0.08962728652222754,0.9999999999989999,4.734625054300605,10,0.00026593631313628994,0.03584552498024245,1.101806623861475,0.17054143469875024,0.1665513813495636,0.0,0.8132774829864502,0.8020967245101929,-0.011180758476257324,0.4167243093252182,0.0,0.07032589760303853,0.0,0.049228128322126974,0.9647893178214902,0.04749477234148617,1
2,0,articularywordrecognition_train_175,15,0.1985771362830779,0.1985771362830779,0.9999999999989999,3.2194641925074734,10,0.00028338180189195803,0.02631402652411829,1.201777788224734,0.34313397772232435,0.010419519618153572,0.0,0.8805711269378662,0.8802546262741089,-0.0003165006637573242,0.4947902401909232,0.0,0.5303971116192421,0.0,0.3712779781334694,0.9740291705830911,0.3616355810967486,1
2,1,articularywordrecognition_train_175,15,0.17441261386404208,0.17441261386404208,0.9999999999989999,3.2194641925074734,10,0.0002788739982014347,0.026542837691527217,1.1650236288778693,0.2920084500083842,0.19522671401500702,0.0,0.8805711269378662,0.8367063403129578,-0.04386478662490845,0.4023866429924965,0.0,0.0,0.0,0.0,0.9738063273269647,0.0,1
